cluster,gene,score,logfoldchange,pval,pval_adj,pct_expr
-1,TEX49,2.9401062,1.6776356,0.0032809975270754405,0.06792347214361037,0.0
-1,MGAT4B,2.9396884,0.57863563,0.0032854237788115534,0.06792347214361037,0.0
-1,GDPD5,2.937238,0.11476922,0.0033114987622728316,0.0683661251512608,0.0
-1,FCN1,2.9312105,-0.0995677,0.0033764394316373684,0.06921936949502175,0.2222222222222222
-1,WBSCR27,2.922388,-0.64558685,0.003473583430069709,0.07091335086067103,0.05555555555555555
-1,PEX6,2.9183722,3.6677287,0.003518641004607186,0.07142689798912218,0.0
-1,TBCCD1,2.9091547,0.11939747,0.0036240747323770684,0.07275467445770946,0.16666666666666666
-1,RXFP1,2.90879,-0.6225757,0.0036283031128793567,0.07275467445770946,0.16666666666666666
-1,GPROP12,2.9079056,0.810718,0.004129508903615138,0.07853008589119914,0.08333333333333333
-1,TCTEX1D2,2.9049442,2.0184898,0.003673187216057221,0.07297089677382584,0.16666666666666666
-1,NKX6-2,2.9047437,-1.4697413,0.003675541134542094,0.07297089677382584,0.16666666666666666
-1,PP2D1,2.9047437,0.3833476,0.003675541134542094,0.07297089677382584,0.16666666666666666
-1,EFHC1,2.8986645,2.0619707,0.003747556518477358,0.07403191839331685,0.0
-1,MARCH7,2.8942034,1.8397087,0.0038012176073064104,0.07448963594638686,0.16666666666666666
-1,DRG2,2.8921134,0.37376064,0.0038265967038089432,0.07488685511940119,0.05555555555555555
-1,DNAH1,2.888222,1.0076977,0.0038742634166508165,0.07533145123943731,0.2777777777777778
-1,WARS2,2.8881612,1.84923,0.0038750112044300543,0.07533145123943731,0.2222222222222222
-1,MPHOSPH10,2.8814106,2.93982,0.003958995841783275,0.07625619060296877,0.0
-1,RIIAD1,2.8814106,1.701855,0.003958995841783275,0.07625619060296877,0.2777777777777778
-1,MTNR1A,2.8796391,0.2027592,0.004305387284756263,0.08113019988273171,0.05555555555555555
-1,CCDC18,2.876077,-0.016186273,0.0040265156396898935,0.07725218095101369,0.05555555555555555
-1,CHST6,2.876077,1.2398794,0.0040265156396898935,0.07725218095101369,0.16666666666666666
-1,MFSD7,2.876077,1.4060863,0.0040265156396898935,0.07725218095101369,0.2222222222222222
-1,RSPH1,2.874222,1.6831292,0.004050241719132896,0.07750449493348563,0.0
-1,TBXAS1,2.8700347,-0.010447634,0.0041042668908280585,0.07802898065597624,0.16666666666666666
-1,ASB2,2.8639927,-0.3721583,0.004183378201137898,0.0790205640106692,0.0
-1,DNAJB5,2.85907,2.1555305,0.004248850856132564,0.0795163010894606,0.4444444444444444
-1,CD36,2.8579504,0.2572717,0.004263870422725886,0.0795163010894606,0.16666666666666666
-1,FAM81A,2.8564343,1.4477301,0.004670446935881174,0.085571079750825,0.2222222222222222
-1,POLR3A,2.8555295,0.7428258,0.0042965114799077405,0.07961854016749388,0.16666666666666666
-1,SLCO4C1,2.8555295,1.5391643,0.0042965114799077405,0.07961854016749388,0.0
-1,SPAG17,2.8555295,1.0763556,0.0042965114799077405,0.07961854016749388,0.05555555555555555
-1,HECTD2,2.8506773,-0.68486774,0.004362621131776877,0.0803358047105345,0.2777777777777778
-1,wht-7,2.8382757,0.3033349,0.004535799070874961,0.08300342419586165,0.3888888888888889
-1,CNDP2,2.82435,1.113233,0.004737659260919664,0.08573408573649437,0.05555555555555555
-1,ABCC5,2.819043,0.8137753,0.004816706218994455,0.08694985191874473,0.05555555555555555
-1,SPATA17,2.8173866,2.2248805,0.0048416207746317386,0.08729210001789917,0.7222222222222222
-1,MRPL28,2.8141992,4.08447,0.0048898925815475894,0.08805410990211864,0.6111111111111112
-1,DAW1,2.8123946,0.20286301,0.004917411617816825,0.08844100551406013,0.3333333333333333
-1,DNAH3,2.8106465,1.870381,0.004944208273803322,0.08881397656545233,0.5
-1,SYTL5,2.8080812,-0.3766377,0.004983765187037576,0.08919661796287764,0.0
-1,HVCN1,2.8054411,1.5445949,0.005024777417326613,0.08977666140469344,0.1111111111111111
-1,RIBC2,2.7910142,1.8657074,0.005361843864400716,0.09485657496662522,0.2222222222222222
-1,AK9,2.7901201,0.8141231,0.005461658153085026,0.09516679401784571,0.027777777777777776
-1,RDH12,2.7840776,-0.15938449,0.005538739670673938,0.09605318904434945,0.027777777777777776
-1,RBM47,2.7781222,1.8674308,0.005467404717440745,0.09671903937916909,0.16666666666666666
-1,ADAP2,2.7671587,-0.40414485,0.005654720455456215,0.0993847631128024,0.16666666666666666
-1,PRSS42,2.763531,1.3464667,0.0057179679807345405,0.10013617044397478,0.16666666666666666
-1,CNOT2,2.7580636,0.90118635,0.00581448865150922,0.10158376001647455,0.05555555555555555
-1,CD97,2.7550862,1.428919,0.005867667761182553,0.10239080243263554,0.1111111111111111
-1,ARPC5L,2.7447152,1.7251451,0.0060563431240087525,0.1049336613613715,0.0
-1,FAM57A,2.7386506,3.1741848,0.006169190846665444,0.1065111889639836,0.2777777777777778
-1,YES1,2.7386506,2.9774933,0.006169190846665444,0.1065111889639836,0.0
